event_id,latitude,longitude,date,year,state,district,event_type,trigger,severity,inventory_type,data_source,data_quality,source_citation,license
ISRO-2017-0024,27.680831,91.736829,2017-09-03,2017,Arunachal Pradesh,Tawang,debris_flow,monsoonal_rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2001-0025,27.765556,91.626642,2001-08-05,2001,Arunachal Pradesh,Tawang,debris_flow,rain,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2017-0026,23.735913,91.600371,2017-01-04,2017,Tripura,Gomati,rockfall,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2001-0027,23.503165,91.697131,2001-06-16,2001,Tripura,Gomati,debris_flow,unknown,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2001-0028,27.111877,88.813781,2001-07-11,2001,Sikkim,East Sikkim,rotational_slide,human_activity,medium,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2005-0029,25.712404,90.76243,2005-08-15,2005,Meghalaya,West Khasi Hills,translational_slide,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2022-0030,27.648021,92.016512,2022-07-22,2022,Arunachal Pradesh,Tawang,mudflow,rain,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2018-0031,26.248409,93.76632,2018-08-15,2018,Assam,Karbi Anglong,translational_slide,human_activity,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2007-0032,26.962941,93.075966,2007-07-24,2007,Arunachal Pradesh,Papum Pare,rockfall,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2018-0033,27.102639,88.383279,2018-05-17,2018,Sikkim,East Sikkim,rockfall,rain,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2021-0034,27.032766,88.19236,2021-05-05,2021,Sikkim,West Sikkim,translational_slide,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1999-0035,27.345572,88.690357,1999-07-11,1999,Sikkim,East Sikkim,translational_slide,rain,medium,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1999-0036,25.340749,90.868372,1999-08-07,1999,Meghalaya,West Khasi Hills,rockfall,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2011-0037,23.600836,91.466729,2011-11-02,2011,Tripura,West Tripura,mudflow,rain,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2022-0038,25.651013,92.839739,2022-09-18,2022,Assam,Cachar,mudflow,earthquake,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2019-0039,23.4814,91.542545,2019-06-18,2019,Tripura,Gomati,rotational_slide,rain_and_snowmelt,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2003-0040,23.333756,92.633196,2003-07-09,2003,Mizoram,Aizawl,rockfall,rain,medium,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2020-0041,23.690455,92.414181,2020-10-15,2020,Mizoram,Champhai,rockfall,rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2013-0042,26.394078,94.117447,2013-09-06,2013,Nagaland,Dimapur,mudflow,rain,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2000-0043,23.012858,92.592247,2000-05-26,2000,Mizoram,Lunglei,debris_flow,rain,very_high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2017-0044,25.147557,94.323014,2017-08-07,2017,Manipur,Chandel,rotational_slide,human_activity,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2012-0045,27.036215,92.982993,2012-09-15,2012,Arunachal Pradesh,Papum Pare,rotational_slide,rain_and_snowmelt,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2021-0046,26.809867,92.808552,2021-09-03,2021,Arunachal Pradesh,Papum Pare,mudflow,unknown,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2006-0047,26.399183,94.631266,2006-07-08,2006,Nagaland,Kohima,rockfall,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2021-0048,27.268952,95.14166,2021-08-20,2021,Arunachal Pradesh,Lohit,rockfall,unknown,very_high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2007-0049,27.243316,93.10888,2007-05-26,2007,Arunachal Pradesh,Papum Pare,mudflow,human_activity,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2012-0050,25.393048,91.856151,2012-10-13,2012,Meghalaya,East Khasi Hills,mudflow,rain_and_snowmelt,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2005-0051,27.809221,91.940647,2005-12-03,2005,Arunachal Pradesh,Tawang,translational_slide,rain,high,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2000-0052,28.349552,94.782842,2000-04-18,2000,Arunachal Pradesh,Upper Siang,mudflow,rain,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2001-0053,25.138384,93.949102,2001-09-25,2001,Manipur,Chandel,debris_flow,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2013-0054,27.450741,88.469276,2013-03-23,2013,Sikkim,East Sikkim,mudflow,monsoonal_rain,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2015-0055,27.46899,88.370076,2015-05-06,2015,Sikkim,East Sikkim,rotational_slide,unknown,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2019-0056,27.127606,95.317311,2019-06-06,2019,Arunachal Pradesh,Lohit,rotational_slide,monsoonal_rain,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1999-0057,25.558154,90.771175,1999-09-24,1999,Meghalaya,West Khasi Hills,rockfall,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2022-0058,24.77928,94.54204,2022-08-18,2022,Manipur,Senapati,rockfall,monsoonal_rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2012-0059,24.599888,93.974617,2012-05-26,2012,Manipur,Ukhrul,translational_slide,rain_and_snowmelt,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2000-0060,26.817047,92.889038,2000-07-09,2000,Arunachal Pradesh,Papum Pare,rotational_slide,human_activity,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2008-0061,26.858814,93.044153,2008-02-09,2008,Arunachal Pradesh,Papum Pare,rotational_slide,rain_and_snowmelt,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2012-0062,27.332886,95.301001,2012-09-18,2012,Arunachal Pradesh,Lohit,rockfall,unknown,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2008-0063,26.563006,94.130329,2008-09-14,2008,Assam,Dima Hasao,debris_flow,monsoonal_rain,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2011-0064,26.649935,93.907225,2011-08-23,2011,Nagaland,Dimapur,debris_flow,rain,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1999-0065,27.190306,88.517065,1999-07-05,1999,Sikkim,East Sikkim,mudflow,rain,high,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2019-0066,26.136131,94.326806,2019-05-17,2019,Nagaland,Kohima,rotational_slide,monsoonal_rain,medium,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2017-0067,24.905481,94.193833,2017-07-20,2017,Manipur,Chandel,rockfall,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2011-0068,26.331876,93.832953,2011-12-23,2011,Nagaland,Dimapur,rockfall,rain,medium,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2001-0069,22.874123,92.746286,2001-09-03,2001,Mizoram,Lunglei,rotational_slide,rain_and_snowmelt,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2002-0070,26.303552,93.672325,2002-07-07,2002,Assam,Karbi Anglong,mudflow,earthquake,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2000-0071,27.471834,91.971794,2000-08-18,2000,Arunachal Pradesh,Tawang,translational_slide,unknown,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2007-0072,26.219764,94.419228,2007-08-23,2007,Nagaland,Kohima,translational_slide,rain,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2020-0073,25.043562,94.275137,2020-08-10,2020,Manipur,Chandel,rotational_slide,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2020-0074,23.565416,91.438753,2020-06-10,2020,Tripura,Gomati,translational_slide,monsoonal_rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2005-0075,24.549239,93.653657,2005-09-08,2005,Manipur,Ukhrul,translational_slide,monsoonal_rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2009-0076,27.630716,88.601664,2009-12-20,2009,Sikkim,North Sikkim,rotational_slide,rain,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0077,25.470044,91.026552,2016-12-18,2016,Meghalaya,West Khasi Hills,debris_flow,rain,very_high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0078,23.423246,91.411935,2016-09-02,2016,Tripura,Gomati,mudflow,monsoonal_rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2022-0079,25.355788,91.546841,2022-08-03,2022,Assam,Kamrup,rockfall,monsoonal_rain,high,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1998-0080,25.436351,92.474349,1998-09-03,1998,Assam,Cachar,translational_slide,unknown,high,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0081,26.650436,93.774482,2016-08-07,2016,Nagaland,Dimapur,rotational_slide,rain,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2014-0082,25.264804,92.650678,2014-09-25,2014,Assam,Cachar,rotational_slide,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2019-0083,26.199472,94.74516,2019-06-11,2019,Nagaland,Mokokchung,mudflow,rain,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2006-0084,23.80882,92.653716,2006-07-27,2006,Mizoram,Champhai,rotational_slide,rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2022-0085,26.500441,92.847606,2022-11-11,2022,Arunachal Pradesh,East Kameng,rockfall,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1999-0086,27.15099,94.958834,1999-08-13,1999,Arunachal Pradesh,Lohit,rotational_slide,rain_and_snowmelt,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0087,23.520428,91.49227,2016-06-25,2016,Tripura,Gomati,mudflow,monsoonal_rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0088,23.545372,91.67672,2016-06-09,2016,Tripura,Gomati,debris_flow,rain,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2005-0089,27.630745,91.945987,2005-07-22,2005,Arunachal Pradesh,Tawang,mudflow,monsoonal_rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2018-0090,25.701277,92.843795,2018-08-05,2018,Assam,Cachar,rotational_slide,human_activity,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2010-0091,26.266486,94.467921,2010-04-26,2010,Nagaland,Mokokchung,debris_flow,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2009-0092,23.508044,91.506285,2009-05-02,2009,Tripura,Gomati,translational_slide,rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2003-0093,24.901036,94.047063,2003-01-12,2003,Manipur,Chandel,rotational_slide,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2010-0094,27.294751,95.116547,2010-09-12,2010,Arunachal Pradesh,Lohit,rotational_slide,rain,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2004-0095,23.389932,92.791629,2004-07-07,2004,Mizoram,Aizawl,rotational_slide,rain,very_high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2015-0096,27.325227,88.173687,2015-11-04,2015,Sikkim,North Sikkim,mudflow,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2000-0097,27.060075,92.870819,2000-08-16,2000,Arunachal Pradesh,Papum Pare,rotational_slide,rain,high,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2013-0098,25.331372,91.136469,2013-06-24,2013,Meghalaya,West Khasi Hills,rotational_slide,rain_and_snowmelt,very_high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2022-0099,27.130768,88.45658,2022-10-09,2022,Sikkim,West Sikkim,rockfall,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2005-0100,22.689054,92.564917,2005-01-10,2005,Mizoram,Lunglei,translational_slide,unknown,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0101,26.008577,94.09501,2016-05-17,2016,Assam,Karbi Anglong,translational_slide,human_activity,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2010-0102,26.545887,94.452004,2010-12-01,2010,Nagaland,Mokokchung,rockfall,rain,medium,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2020-0103,27.3181,95.260896,2020-03-08,2020,Arunachal Pradesh,Lohit,debris_flow,rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2018-0104,23.25908,91.647857,2018-10-07,2018,Tripura,Gomati,translational_slide,human_activity,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2007-0105,25.58881,91.112885,2007-09-16,2007,Meghalaya,West Khasi Hills,debris_flow,rain_and_snowmelt,very_high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1998-0106,23.948014,91.310115,1998-04-12,1998,Tripura,West Tripura,translational_slide,rain,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2001-0107,25.530775,91.939221,2001-10-06,2001,Meghalaya,East Khasi Hills,rockfall,rain,very_high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0108,27.689183,88.339526,2016-09-14,2016,Sikkim,North Sikkim,rotational_slide,unknown,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2000-0109,25.201987,94.282786,2000-04-22,2000,Manipur,Chandel,rotational_slide,unknown,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2022-0110,26.438572,94.309656,2022-07-24,2022,Assam,Dima Hasao,rockfall,human_activity,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
